═══════════════════════════════════════════════════════════════════════════════════════════════════════════════════════
                                                      WARARCHIVES                                                      
═══════════════════════════════════════════════════════════════════════════════════════════════════════════════════════
═════════════════════════════════════════════════════════ C1 ══════════════════════════════════════════════════════════
2024-01-13 11:11:47.842 | INFO | C1                                                                                    
2024-01-13 11:11:47.843 | INFO | Count: 0                                                                              
2024-01-13 11:11:47.850 | INFO | <<< UI ENSURE >>>                                                                     
2024-01-13 11:11:47.851 | INFO | UI get current page                                                                   
2024-01-13 11:11:47.857 | INFO | [UI] page_os                                                                          
2024-01-13 11:11:47.858 | INFO | Goto page_archives                                                                    
2024-01-13 11:11:47.859 | INFO | <<< UI GOTO PAGE_ARCHIVES >>>                                                         
2024-01-13 11:11:47.865 | INFO | Page switch: page_os -> page_main                                                     
2024-01-13 11:11:47.866 | INFO | Click (1252,   34) @ GOTO_MAIN                                                        
2024-01-13 11:11:49.034 | INFO | Page switch: page_main -> page_campaign_menu                                          
2024-01-13 11:11:49.035 | INFO | Click (1061,  326) @ MAIN_GOTO_CAMPAIGN                                               
2024-01-13 11:11:49.633 | INFO | Page switch: page_campaign_menu -> page_archives                                      
2024-01-13 11:11:49.635 | INFO | Click ( 245,  610) @ CAMPAIGN_MENU_GOTO_WAR_ARCHIVES                                  
2024-01-13 11:11:50.228 | INFO | Page arrive: page_archives                                                            
2024-01-13 11:11:50.229 | INFO | [War_Archives_switch] ex                                                              
2024-01-13 11:11:50.335 | INFO | [WAR_ARCHIVES_SCROLL] 0.00 (75.0-75.5)/(565-151)                                      
2024-01-13 11:11:50.336 | INFO | [WAR_ARCHIVES_SCROLL] 0.00 (75.0-75.5)/(565-151)                                      
2024-01-13 11:11:50.337 | INFO | WAR_ARCHIVES_SCROLL set to 0.292                                                      
2024-01-13 11:11:50.338 | INFO | [WAR_ARCHIVES_SCROLL] 0.00 (75.0-75.5)/(565-151)                                      
2024-01-13 11:11:50.339 | INFO | Swipe (1259,  204) -> (1254,  325)                                                    
2024-01-13 11:11:50.630 | INFO | [WAR_ARCHIVES_SCROLL] 0.35 (215.6605504587156-54.5)/(565-109)                         
2024-01-13 11:11:50.927 | INFO | [WAR_ARCHIVES_SCROLL] 0.31 (202.5-76.0)/(565-152)                                     
2024-01-13 11:11:51.689 | INFO | <<< UI CLICK >>>                                                                      
2024-01-13 11:11:51.695 | INFO | Click ( 371,  516) @ war_archives_20181227_cn                                         
2024-01-13 11:11:52.139 | INFO | [Mode_switch_1] normal                                                                
2024-01-13 11:11:52.141 | INFO | <<< UI ENSURE INDEX >>>                                                               
2024-01-13 11:11:52.166 | INFO | No stage found.                                                                       
2024-01-13 11:11:52.462 | INFO | No stage found.                                                                       
2024-01-13 11:11:52.765 | INFO | [campaign 0.013s]                                                                     
2024-01-13 11:11:53.056 | INFO | [campaign 0.016s] ['C1', 'C2']                                                        
2024-01-13 11:11:53.057 | INFO | [Chapter] c                                                                           
2024-01-13 11:11:53.058 | INFO | [Stage] c1, c2                                                                        
2024-01-13 11:11:53.059 | INFO | [Index] 1                                                                             
